City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
Yuxia,34.06,108.63,50.0,93,1,2.24,CN,2020-04-19 01-10:26,mist,0.0,0.0
Ayolas,-27.4,-56.9,64.74,60,0,4.52,PY,2020-04-19 01-10:27,clear sky,0.0,0.0
Puerto Colombia,10.99,-74.95,80.6,83,40,9.17,CO,2020-04-19 01-05:57,scattered clouds,0.0,0.0
Yangambi,0.81,24.43,71.1,85,87,1.97,CD,2020-04-19 01-10:27,light rain,0.7,0.0
Grand-Bourg,15.88,-61.31,78.8,74,6,5.82,GP,2020-04-19 01-10:28,light rain,0.37,0.0
Aleksandrov Gay,50.15,48.57,40.26,80,17,5.32,RU,2020-04-19 01-10:28,few clouds,0.0,0.0
Santa Rosa,14.31,121.11,89.01,70,40,6.93,PH,2020-04-19 01-02:35,scattered clouds,0.0,0.0
Filingue,14.35,3.32,85.78,12,0,8.03,NE,2020-04-19 01-03:36,clear sky,0.0,0.0
Micheldorf,46.92,14.44,60.8,63,20,4.7,AT,2020-04-19 01-10:29,few clouds,0.0,0.0
Sinnamary,5.38,-52.95,80.01,84,67,10.65,GF,2020-04-19 01-04:14,broken clouds,0.0,0.0
Ballina,-28.87,153.57,73.4,78,18,10.29,AU,2020-04-19 01-09:12,few clouds,0.0,0.0
Shu,43.6,73.76,49.19,41,0,4.9,KZ,2020-04-19 01-10:31,clear sky,0.0,0.0
Saldanha,-33.01,17.94,64.4,55,100,6.93,ZA,2020-04-19 01-09:49,overcast clouds,0.0,0.0
Srednekolymsk,67.45,153.68,2.01,89,82,11.39,RU,2020-04-19 01-10:32,broken clouds,0.0,0.0
Putina,-15.47,-69.43,42.01,26,17,7.72,PE,2020-04-19 01-10:32,few clouds,0.0,0.0
Hanko,59.83,22.95,37.99,60,2,1.01,FI,2020-04-19 01-10:33,clear sky,0.0,0.0
Upata,8.01,-62.4,81.45,45,80,8.61,VE,2020-04-19 01-10:33,broken clouds,0.0,0.0
Wajir,1.75,40.06,79.86,70,100,15.88,KE,2020-04-19 01-10:33,moderate rain,3.68,0.0
Isangel,-19.55,169.27,82.4,78,75,11.41,VU,2020-04-19 01-03:21,broken clouds,0.0,0.0
Chute-Aux-Outardes,49.12,-68.4,35.6,74,1,8.05,CA,2020-04-19 01-10:34,clear sky,0.0,0.0
Muyezerskiy,63.93,31.65,30.96,93,98,8.61,RU,2020-04-19 01-10:35,light snow,0.0,0.42
Muravlenko,63.79,74.52,39.58,90,100,16.11,RU,2020-04-19 01-02:23,overcast clouds,0.0,0.0
Vestmannaeyjar,63.44,-20.27,45.54,92,100,16.24,IS,2020-04-19 01-09:31,light rain,1.97,0.0
Muros,42.78,-9.06,51.01,94,16,2.33,ES,2020-04-19 01-09:48,few clouds,0.0,0.0
Aklavik,68.22,-135.01,24.8,62,90,12.75,CA,2020-04-19 01-00:40,light snow,0.0,0.0
Lianyuan,27.69,111.66,57.85,81,94,6.02,CN,2020-04-19 01-06:05,overcast clouds,0.0,0.0
Bay Roberts,47.6,-53.26,30.99,72,11,6.96,CA,2020-04-19 01-10:38,few clouds,0.0,0.0
Boden,65.83,21.69,32.0,95,33,2.24,SE,2020-04-19 01-10:38,scattered clouds,0.0,0.0
Lappeenranta,61.06,28.19,35.6,80,75,9.17,FI,2020-04-19 01-10:38,broken clouds,0.0,0.0
Fare,-16.7,-151.02,83.48,75,37,11.25,PF,2020-04-19 01-03:54,light rain,2.9,0.0
Varhaug,58.61,5.65,37.4,86,0,1.12,NO,2020-04-19 01-09:49,clear sky,0.0,0.0
Laguna,38.42,-121.42,68.0,48,1,12.75,US,2020-04-19 01-00:15,clear sky,0.0,0.0
Saint-Pierre,-21.34,55.48,77.0,83,13,18.34,RE,2020-04-19 01-10:40,light rain,0.14,0.0
Concepcion Del Uruguay,-32.48,-58.24,66.99,65,0,3.0,AR,2020-04-19 01-10:40,clear sky,0.0,0.0
Honningsvag,70.98,25.97,39.79,92,99,15.7,NO,2020-04-19 01-10:41,light rain,0.21,0.0
Aksarka,66.56,67.8,32.13,97,100,5.88,RU,2020-04-19 01-00:06,light rain,0.44,0.0
Najran,17.49,44.13,75.2,44,75,4.7,SA,2020-04-19 01-10:42,broken clouds,0.0,0.0
Honiara,-9.43,159.95,87.8,66,40,2.24,SB,2020-04-19 01-10:42,shower rain,0.0,0.0
Nuuk,64.18,-51.72,24.8,100,100,21.92,GL,2020-04-19 01-10:42,heavy snow,0.0,0.0
Stargard Szczecinski,53.34,15.05,42.8,48,49,6.93,PL,2020-04-19 01-10:43,scattered clouds,0.0,0.0
Wamba,8.93,8.6,79.75,58,65,2.44,NG,2020-04-19 01-10:43,light rain,0.17,0.0
Margate,51.38,1.39,48.0,71,1,5.01,GB,2020-04-19 01-10:44,clear sky,0.0,0.0
Abu Samrah,35.3,37.18,62.44,53,7,3.58,SY,2020-04-19 01-10:44,clear sky,0.0,0.0
El Alto,-4.27,-81.21,73.53,71,28,6.98,PE,2020-04-19 01-10:45,scattered clouds,0.0,0.0
Knysna,-34.04,23.05,80.6,21,0,12.75,ZA,2020-04-19 01-10:45,clear sky,0.0,0.0
Swift Current,50.28,-107.8,37.4,51,75,12.75,CA,2020-04-19 01-10:45,broken clouds,0.0,0.0
Malpe,13.35,74.72,80.6,78,20,4.7,IN,2020-04-19 01-10:46,few clouds,0.0,0.0
Novobureyskiy,49.8,129.88,57.7,33,100,19.71,RU,2020-04-19 01-10:46,overcast clouds,0.0,0.0
Shahrud,36.42,54.98,54.1,41,75,0.83,IR,2020-04-19 01-10:47,broken clouds,0.0,0.0
Hailar,49.2,119.7,31.86,65,100,13.69,CN,2020-04-19 01-10:47,overcast clouds,0.0,0.0
Worland,44.02,-107.96,59.0,19,20,3.36,US,2020-04-19 01-10:48,few clouds,0.0,0.0
Tahta,26.77,31.5,66.2,52,0,5.82,EG,2020-04-19 01-10:48,clear sky,0.0,0.0
Livny,52.43,37.61,34.54,82,35,6.71,RU,2020-04-19 01-10:49,scattered clouds,0.0,0.0
Banda Aceh,5.56,95.32,79.81,79,80,3.91,ID,2020-04-19 01-10:49,broken clouds,0.0,0.0
Doha,25.29,51.53,75.99,78,71,4.7,QA,2020-04-19 01-10:50,broken clouds,0.0,0.0
Skibbereen,51.55,-9.27,46.4,100,90,13.87,IE,2020-04-19 01-03:22,light intensity drizzle rain,0.0,0.0
Elk Plain,47.05,-122.4,57.2,82,90,3.36,US,2020-04-19 01-10:50,overcast clouds,0.0,0.0
Namtsy,62.72,129.67,14.0,40,1,8.95,RU,2020-04-19 01-10:51,clear sky,0.0,0.0
Mandalgovi,45.76,106.27,29.98,50,55,27.81,MN,2020-04-19 01-10:52,broken clouds,0.0,0.0
Bereda,43.27,-7.54,44.98,85,67,0.6,ES,2020-04-19 01-10:52,broken clouds,0.0,0.0
Cedartown,34.05,-85.25,57.0,60,15,2.3,US,2020-04-19 01-10:53,few clouds,0.0,0.0
Pringsewu,-5.36,104.97,76.28,85,96,1.43,ID,2020-04-19 01-10:54,overcast clouds,0.0,0.0
Dalianwan,39.03,121.69,53.6,71,100,6.71,CN,2020-04-19 01-10:54,mist,0.0,0.0
Pangnirtung,66.15,-65.71,4.26,86,99,4.23,CA,2020-04-19 01-02:26,overcast clouds,0.0,0.0
Aswan,24.09,32.91,67.26,29,3,8.12,EG,2020-04-19 01-03:34,clear sky,0.0,0.0
Asau,46.43,26.4,43.0,59,35,1.12,RO,2020-04-19 01-04:13,scattered clouds,0.0,0.0
Yenagoa,4.92,6.26,77.95,91,93,3.29,NG,2020-04-19 01-10:57,light rain,0.28,0.0
Svetlaya,46.54,138.33,39.83,72,1,8.32,RU,2020-04-19 01-10:57,clear sky,0.0,0.0
Nieuw Nickerie,5.95,-56.98,80.62,82,71,12.55,SR,2020-04-19 01-10:59,broken clouds,0.0,0.0
Mana,5.66,-53.78,78.55,87,80,7.87,GF,2020-04-19 01-10:59,light rain,0.32,0.0
Isla Vista,34.41,-119.86,62.01,67,90,10.29,US,2020-04-19 01-08:42,overcast clouds,0.0,0.0
Ingham,42.6,-84.38,48.2,45,1,8.05,US,2020-04-19 01-11:01,clear sky,0.0,0.0
Matias Barbosa,-21.87,-43.32,62.67,82,98,3.29,BR,2020-04-19 01-11:03,light rain,0.11,0.0
Berea,41.37,-81.85,46.99,64,24,8.46,US,2020-04-19 01-09:28,few clouds,0.0,0.0
Tondela,40.52,-8.08,48.99,1,13,1.99,PT,2020-04-19 01-11:04,few clouds,0.0,0.0
Ust-Omchug,61.15,149.63,-1.8,78,96,11.7,RU,2020-04-19 01-11:05,overcast clouds,0.0,0.0
Ofunato,39.07,141.72,53.6,62,40,23.04,JP,2020-04-19 01-11:06,scattered clouds,0.0,0.0
San Rafael,-34.62,-68.33,72.88,34,73,13.78,AR,2020-04-19 01-10:58,broken clouds,0.0,0.0
Princeton,25.54,-80.41,80.6,83,1,4.7,US,2020-04-19 01-11:07,clear sky,0.0,0.0
